bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
теплица	тепли'ца	hothouse, greenhouse, conservatory	Treibhaus	f		0	0	0	0	тепли'ца	тепли'цы	тепли'це	тепли'цу	тепли'цей, тепли'цею	тепли'це	тепли'цы	тепли'ц	тепли'цам	тепли'цы	тепли'цами	тепли'цах
пигмент	пигме'нт	pigment	Pigment	m		0	0	0	0	пигме'нт	пигме'нта	пигме'нту	пигме'нт	пигме'нтом	пигме'нте	пигме'нты	пигме'нтов	пигме'нтам	пигме'нты	пигме'нтами	пигме'нтах
благосклонность	благоскло'нность	benevolence, favour, goodwill	wohlwollende Einstellung			0	0	0	0	благоскло'нность	благоскло'нности	благоскло'нности	благоскло'нность	благоскло'нностью	благоскло'нности	благоскло'нности	благоскло'нностей	благоскло'нностям	благоскло'нности	благоскло'нностями	благоскло'нностях
бардачок	бардачо'к	glove compartment	Handschuhfach, Ablagefach; └ kleiner / schöner┘ Puff (Bordell)	m		0															
летун	лету'н	flier, flyer, bird of passage	Gleithörnchen; Herr der Lüfte; Zugvogel			1	0	0	0	лету'н	летуна'	летуну'	летуна'	летуно'м	летуне'	летуны'	летуно'в	летуна'м	летуно'в	летуна'ми	летуна'х
содрогание	содрога'ние	shudder	Erbeben, Schauder			0	0	0	0	содрога'ние	содрога'ния	содрога'нию	содрога'ние	содрога'нием	содрога'нии	содрога'ния	содрога'ний	содрога'ниям	содрога'ния	содрога'ниями	содрога'ниях
неодобрение	неодобре'ние	disapprobation, disapproval	Mißbilligung	n		0	0	0	0	неодобре'ние	неодобре'ния	неодобре'нию	неодобре'ние	неодобре'нием	неодобре'нии	неодобре'ния	неодобре'ний	неодобре'ниям	неодобре'ния	неодобре'ниями	неодобре'ниях
блеф	блеф	bluff	Bluff	m		0	0	0	0	бле'ф	бле'фа	бле'фу	бле'ф	бле'фом	бле'фе						
демобилизация	демобилиза'ция	demobilization, release	Demobilisierung			0	0	0	0	демобилиза'ция	демобилиза'ции	демобилиза'ции	демобилиза'цию	демобилиза'цией, демобилиза'циею	демобилиза'ции	демобилиза'ции	демобилиза'ций	демобилиза'циям	демобилиза'ции	демобилиза'циями	демобилиза'циях
младенчество	младе'нчество	infancy, babyhood	Kleinkindalter, Kindesalter, Säuglingsalter	n		0	0	0	0	младе'нчество	младе'нчества	младе'нчеству	младе'нчество	младе'нчеством	младе'нчестве	младе'нчества	младе'нчеств	младе'нчествам	младе'нчества	младе'нчествами	младе'нчествах
тапка	та'пка	slipper	Tastatur	f		0	0	0	0	та'пка	та'пки	та'пке	та'пку	та'пкой, та'пкою	та'пке	та'пки	та'пок	та'пкам	та'пки	та'пками	та'пках
сканер	ска'нер		Scanner	m		0	0	0	0	ска'нер	ска'нера	ска'неру	ска'нер	ска'нером	ска'нере	ска'неры	ска'неров	ска'нерам	ска'неры	ска'нерами	ска'нерах
туманность	тума'нность	mist, fog, nebula, haziness, obscurity, vagueness	Undurchsichtigkeit, Verschwommenheit, Unklarheit, Vagheit	f		0	0	0	0	тума'нность	тума'нности	тума'нности	тума'нность	тума'нностью	тума'нности	тума'нности	тума'нностей	тума'нностям	тума'нности	тума'нностами	тума'нностях
халатность	хала'тность	carelessness, negligence	Fahrlässigkeit, Schlamperei			0	0	0	0	хала'тность	хала'тности	хала'тности	хала'тность	хала'тностью	хала'тности	хала'тности	хала'тностей	хала'тностям	хала'тности	хала'тностями	хала'тностях
муляж	муля'ж	plaster cast	Attrappe, Modell, Modellbau			0	0	0	0	муля'ж	муляжа'	муляжу'	муля'ж	муляжо'м	муляже'	муляжи'	муляже'й	муляжа'м	муляжи'	муляжа'ми	муляжа'х
быль	быль	fact, true story	wahre Geschichte, Vergangenes			0	0	0	0	бы'ль	бы'ли	бы'ли	бы'ль	бы'лью	бы'ли	бы'ли	бы'лей	бы'лям	бы'ли	бы'лями	бы'лях
опт	опт	wholesale	Großhandel			0	0	0	0	о'пт	о'пта	о'пту	о'пт	о'птом	о'пте	о'пты	о'птов	о'птам	о'пты	о'птами	о'птах
Лаос	Лао'с		Laos	m		0	0	1	0	Лао'с	Лао'са	Лао'су	Лао'с	Лао'сом	Лао'се						
драматургия	драматурги'я	the drama, plays, dramatic art	Dramatik, dramatische Dichtung, Dramaturgie	f		0	0	0	0	драматурги'я	драматурги'и	драматурги'и	драматурги'ю	драматурги'ей	драматурги'и	драматурги'и	драматурги'й	драматурги'ям	драматурги'и	драматурги'ями	драматурги'ях
лоджия	ло'джия	loggia	Loggia	f		0	0	0	0	ло'джия	ло'джии	ло'джии	ло'джию	ло'джией, ло'джиею	ло'джии	ло'джии	ло'джий	ло'джиям	ло'джии	ло'джиями	ло'джиях
кулинария	кулинари'я	cooking; cookery	Kochkunst			0	0	0	0	кулинари'я	кулинари'и	кулинари'и	кулинари'ю	кулинари'ей, кулинари'ею	кулинари'и	кулинари'и	кулинари'й	кулинари'ям	кулинари'и	кулинари'ями	кулинари'ях
репейник	репе'йник	burdock	Klette			0	0	0	0	репе'йник	репе'йника	репе'йнику	репе'йник	репе'йником	репе'йнике	репе'йники	репе'йников	репе'йникам	репе'йники	репе'йниками	репе'йниках
регенерация	регенера'ция	regeneration	Regeneration, Wiederherstellung			0	0	0	0	регенера'ция	регенера'ции	регенера'ции	регенера'цию	регенера'цией, регенера'циею	регенера'ции	регенера'ции	регенера'ций	регенера'циям	регенера'ции	регенера'циями	регенера'циях
треска	треска'	cod	Dorsch, Kabeljau	f		1	0	0	0	треска'	трески'	треске'	треску'	треско'й, треско'ю	треске'	трески'	тре'ск	треска'м	тре'ск	треска'ми	треска'х
мышьяк	мышья'к	arsenic	Arsenik	m		0	0	0	0	мышья'к	мышьяка'	мышьяку'	мышья'к	мышьяко'м	мышьяке'	мышьяки'	мышьяко'в	мышьяка'м	мышьяки'	мышьяка'ми	мышьяка'х
острастка	остра'стка	warning, caution	Abschreckung, Androhung einer Strafe			0	0	0	0	остра'стка	остра'стки	остра'стке	остра'стку	остра'сткой, остра'сткою	остра'стке	остра'стки	остра'сток	остра'сткам	остра'стки	остра'стками	остра'стках
собачник	соба'чник	dog-lover	Hundeliebhaber; Hundehändler; Hundezwinger; Hanfkraut			1	0	0	0	соба'чник	соба'чника	соба'чнику	соба'чника	соба'чником	соба'чнике	соба'чники	соба'чников	соба'чникам	соба'чников	соба'чниками	соба'чниках
полуботинок	полуботи'нок		derbe Halbschuhe			0	0	0	0	полуботи'нок	полуботи'нка	полуботи'нку	полуботи'нок	полуботи'нком	полуботи'нке	полуботи'нки	полуботи'нок	полуботи'нкам	полуботи'нки	полуботи'нками	полуботи'нках
ростовщик	ростовщи'к	usurer, money-lender	Wucherer, Halsabschneider; Kredithai, (unseriöser) Geldverleiher	m	ростовщица	1	0	0	0	ростовщи'к	ростовщика'	ростовщику'	ростовщика'	ростовщико'м	ростовщике'	ростовщики'	ростовщико'в	ростовщика'м	ростовщико'в	ростовщика'ми	ростовщика'х
