bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
обесплодить	обесплоди'ть	sterilize	unfruchtbar machen	perfective	обеспло́живать	обеспло'дь	обеспло'дьте	обесплоди'л	обесплоди'ла	обесплоди'ло	обесплоди'ли	обеспло'жу	обеспло'дишь	обеспло'дит	обеспло'дим	обеспло'дите	обеспло'дят
обессиливать	обесси'ливать	weaken, enfeeble	entkräften, erschöpfen	imperfective	обесси́лить	обесси'ливай	обесси'ливайте	обесси'ливал	обесси'ливала	обесси'ливало	обесси'ливали	обесси'ливаю	обесси'ливаешь	обесси'ливает	обесси'ливаем	обесси'ливаете	обесси'ливают
обесславить	обессла'вить	defame	entehren, schänden, mit Schmach bedecken	perfective		обессла'вь	обессла'вьте	обессла'вил	обессла'вила	обессла'вило	обессла'вили	обессла'влю	обессла'вишь	обессла'вит	обессла'вим	обессла'вите	обессла'вят
обессмертить	обессме'ртить	immortalize	unsterblich machen	perfective	обессмерчивать	обессме'рти	обессме'ртите	обессме'ртил	обессме'ртила	обессме'ртило	обессме'ртили	обессме'рчу	обессме'ртишь	обессме'ртит	обессме'ртим	обессме'ртите	обессме'ртят
обесцвечивать	обесцве'чивать	decolorize, decolor, fade, deprive of colour	entfärben, farblos machen	imperfective	обесцветить	обесцве'чивай	обесцве'чивайте	обесцве'чивал	обесцве'чивала	обесцве'чивало	обесцве'чивали	обесцве'чиваю	обесцве'чиваешь	обесцве'чивает	обесцве'чиваем	обесцве'чиваете	обесцве'чивают
обесценивать	обесце'нивать	depreciate, cheapen	entwerten, wertlos machen	imperfective		обесце'нивай	обесце'нивайте	обесце'нивал	обесце'нивала	обесце'нивало	обесце'нивали	обесце'ниваю	обесце'ниваешь	обесце'нивает	обесце'ниваем	обесце'ниваете	обесце'нивают
обесцениваться	обесце'ниваться	depreciate, cheapen	wertlos werden, seinen Wert verlieren	imperfective	обесце́ниться	обесце'нивайся	обесце'нивайтесь	обесце'нивался	обесце'нивалась	обесце'нивалось	обесце'нивались	обесце'ниваюсь	обесце'ниваешься	обесце'нивается	обесце'ниваемся	обесце'ниваетесь	обесце'ниваются
обжаривать	обжа'ривать	fry, fry on both sides, all over	rösten, von allen Seiten anbraten	imperfective	обжарить	обжа'ривай	обжа'ривайте	обжа'ривал	обжа'ривала	обжа'ривало	обжа'ривали	обжа'риваю	обжа'риваешь	обжа'ривает	обжа'риваем	обжа'риваете	обжа'ривают
обжариваться	обжа'риваться	be fried on both sides	rundherum braun brennen / gebräunt sein	imperfective	обжариться	обжа'ривайся	обжа'ривайтесь	обжа'ривался	обжа'ривалась	обжа'ривалось	обжа'ривались	обжа'риваюсь	обжа'риваешься	обжа'ривается	обжа'риваемся	обжа'риваетесь	обжа'риваются
обживать	обжива'ть	render habitable	wohnlich machen, bewohnbar machen	imperfective	обжить	обжива'й	обжива'йте	обжива'л	обжива'ла	обжива'ло	обжива'ли	обжива'ю	обжива'ешь	обжива'ет	обжива'ем	обжива'ете	обжива'ют
обжимать	обжима'ть	wring out, press out	pressen, stauchen, absetzen; auswringen	imperfective	обжа́ть	обжима'й	обжима'йте	обжима'л	обжима'ла	обжима'ло	обжима'ли	обжима'ю	обжима'ешь	обжима'ет	обжима'ем	обжима'ете	обжима'ют
обжинать	обжина'ть	reap	um etwas herum abmähen	imperfective	обжа́ть	обжина'й	обжина'йте	обжина'л	обжина'ла	обжина'ло	обжина'ли	обжина'ю	обжина'ешь	обжина'ет	обжина'ем	обжина'ете	обжина'ют
обжираться	обжира'ться	glut oneself, guzzle, overeat, gormandize	sich überfressen, sich vollfressen	imperfective	обожраться	обжира'йся	обжира'йтесь	обжира'лся	обжира'лась	обжира'лось	обжира'лись	обжира'юсь	обжира'ешься	обжира'ется	обжира'емся	обжира'етесь	обжира'ются
обжуливать	обжу'ливать	cheat, swindle	betrügen, reinlegen	imperfective	обжу́лить	обжу'ливай	обжу'ливайте	обжу'ливал	обжу'ливала	обжу'ливало	обжу'ливали	обжу'ливаю	обжу'ливаешь	обжу'ливает	обжу'ливаем	обжу'ливаете	обжу'ливают
обзванивать	обзва'нивать	ring up, telephone, ring round	überall / alle nacheinander anrufen; herumtelefonieren	imperfective	обзвони́ть	обзва'нивай	обзва'нивайте	обзва'нивал	обзва'нивала	обзва'нивало	обзва'нивали	обзва'ниваю	обзва'ниваешь	обзва'нивает	обзва'ниваем	обзва'ниваете	обзва'нивают
обиваться	обива'ться	be worn out on edge, break off	sich abnutzen; abgehen	imperfective	оби́ться	обива'йся	обива'йтесь	обива'лся	обива'лась	обива'лось	обива'лись	обива'юсь	обива'ешься	обива'ется	обива'емся	обива'етесь	обива'ются
